Character:description:CitizenMiner	生产时有10%几率生产<gem>而不是<rock>	10% chance to produce <gem> instead of <rock>	10% Chance, <gem> anstelle von <rock> zu produzieren	生產時有10%機率生產<gem>而不是<rock>	生産時に10%の確率で<gem>を生産する代わりに<rock>	10% de probabilidad de producir <gem> en lugar de <rock>	10% шанс произвести <gem> вместо <rock>	생산할 때 10% 확률로 <gem>을 <rock> 대신 생산
Character:name:CitizenFisher	渔夫	Fisherman	Fischer	漁夫	漁師	Pescador	Рыбак	어부
Character:description:CitizenFisher	有8%几率生产<chest>	8% chance to produce <chest>	8% Chance, eine <chest> zu produzieren	有8%機率生產<chest>	8%の確率で<chest>を生産する	8% de probabilidad de producir <chest>	8% шанс произвести <chest>	8% 확률로 <chest>를 생산
Character:name:CitizenWoman1	教师	Teacher	Lehrer	教師	教師	Maestro	Учитель	교사
Character:description:CitizenWoman1	每消费1个<milk>生产1个<book>	Produce 1 <book> for every <milk> purchased.	Produziert 1<book> für jede gekaufte <milk>.	每消費1個<milk>生產1個<book>	1つの<milk>を消費するごとに1つの<book>を生産する	Produce 1<book> por cada <milk> comprado.	Производит 1<book> за каждое купленное <milk>.	매 소비 1개의 <milk> 당 1개의 <book>을 생산
Character:name:CitizenCooker	厨师	Cook	Koch	廚師	シェフ	Cocinero	Повар	요리사
Character:description:CitizenCooker	根据消费的商品生产<cookedfood>，价格相当于本回合已获得的<CoinIcon>总和	Produce <cookedfood> with a price equivalent to the total <CoinIcon> gained in this round.	Produziert <cookedfood> mit einem Preis, der den in dieser Runde erzielten <CoinIcon> entspricht.	根據消費的商品生產<cookedfood>，價格相當於本回合已獲得的<CoinIcon>總和	消費した商品に基づいて<cookedfood>を生産する、価格はこのターンに得た<CoinIcon>の合計に相当する	Produce <cookedfood> con un precio equivalente al total de <CoinIcon> ganado en esta ronda.	Производит <cookedfood> по цене, эквивалентной общему количеству <CoinIcon>, полученному в этом раунде.	소비한 상품 기반으로 <cookedfood> 생산, 가격은 이번 턴에 얻은 <CoinIcon> 총합과 동일
Character:name:CitizenPastry	点心厨师	Pastry Chef	Konditor	點心廚師	パティシエ	Pastelero	Кондитер	디저트 요리사
Character:description:CitizenPastry	根据消费的商品生产<cake>，价格相当于本回合已获得的<CoinIcon>总和	Produce <cake> with a price equivalent to the total <CoinIcon> gained in this round.	Produziert <cake> mit einem Preis, der den in dieser Runde erzielten <CoinIcon> entspricht.	根據消費的商品生產<cake>，價格相當於本回合已獲得的<CoinIcon>總和	消費した商品に基づいて<cake>を生産する、価格はこのターンに得た<CoinIcon>の合計に相当する	Produce <cake> con un precio equivalente al total de <CoinIcon> ganado en esta ronda.	Производит <cake> по цене, эквивалентной общему количеству <CoinIcon>, полученному в этом раунде.	소비한 상품 기반으로 <cake> 생산, 가격은 이번 턴에 얻은 <CoinIcon> 총합과 동일
Character:name:CitizenSmith	铁匠	Blacksmith	Schmied	鐵匠	鍛冶屋	Herrero	Кузнец	대장장이
Character:description:CitizenSmith	每消费1个<rock>生产1个<weapon>，生产20此后转化为<LordRingGimli>	Produce 1 <weapon> for every <rock> purchased and after 20 productions he converts to <LordRingGimli>	Produziert 1<weapon> für jeden gekauften <rock> und konvertiert nach 20 Produktionen zu <LordRingGimli>	每消費1個<rock>生產1個<weapon>，生產20此後轉化為<LordRingGimli>	1つの<rock>を消費するごとに1つの<weapon>を生産する、生産20回後に<LordRingGimli>に変換する	Produce 1<weapon> por cada <rock> comprado, y después de 20 producciones, convierte a <LordRingGimli>	Производит 1<weapon> за каждый купленный <rock>, и после 20 производств, преобразует в <LordRingGimli>	매 소비 1개의 <rock> 당 1개의 <weapon>을 생산, 20회 생산 후 <LordRingGimli>로 변환
Character:name:EpicAngleMan	天使	Angel	Engel	天使	エンジェル	Ángel	Ангел	천사
Character:description:EpicAngleMan	同组人消费时获得的<CoinIcon>x2	Double the <CoinIcon> gained for every purchase made in the group.	Verdoppelt die <CoinIcon> für jeden in der Gruppe, der einen Kauf tätigt.	同組人消費時獲得的<CoinIcon>x2	同グループの人が消費するときに得る<CoinIcon>x2	Duplica el <CoinIcon> ganado por todos en el grupo al hacer una compra.	Удваивает <CoinIcon>, полученные всеми в группе при покупке.	동일 그룹 소비 시 얻는 <CoinIcon>×2
Character:name:EpicAngleWoman	女天使	Female Angel	Engel Frau	女天使	女性エンジェル	Ángel Femenino	Женский Ангел	여성 천사
Character:description:EpicAngleWoman	同组人消费时额外给予4<CoinIcon>	Give an additional 4<CoinIcon> when a group member makes a purchase	Geben Sie einem Gruppenmitglied bei einem Kauf zusätzlich 4<CoinIcon>	同組人消費時額外給予4<CoinIcon>	同グループの人が消費するときに追加で4<CoinIcon>を与える	Dar 4 <CoinIcon> adicionales cuando un miembro del grupo realiza una compra	Дайте дополнительно 4 <CoinIcon>, когда член группы совершает покупку	그룹 구성원이 구매할 때 추가로 4<CoinIcon>을 제공합니다
Character:name:EpicGod	天神	God	Gott	天神	天神	Dios	Бог	신
Character:description:EpicGod	有50%概率使同组的人物等级+1	50% chance to increase the level of characters in group by 1.	50% Chance, das Level der Charaktere in der Gruppe um 1 zu erhöhen.	有50%概率使同組的人物等級+1	50%の確率で同グループのキャラクターのレベル+1	50% de probabilidad de aumentar el nivel de los personajes en el grupo en 1.	50% шанс увеличить уровень персонажей в группе на 1.	50% 확률로 동일 그룹 캐릭터의 레벨 +1
Character:name:EpicHumanHero	英雄	Hero	Held	英雄	ヒーロー	Héroe	Герой	영웅
Character:description:EpicHumanHero	移除同组1个\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n获得10<CoinIcon>，消费10次后转化为<VampHunter>	Remove one\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nin group  and gain 10 <CoinIcon>. After 10 purchases convert to <VampHunter>.	entferne einen\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nin der Gruppe und erhalte 10<CoinIcon>. Nach 10 Käufen konvertieren zu <VampHunter>	移除同組1個\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n獲得10<CoinIcon>，消費10次後轉化為<VampHunter>	同グループの1つを削除\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n10<CoinIcon>を獲得し、10回使用後に<VampHunter>に変化	elimina uno\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nen grupo y gana 10<CoinIcon>. Después de 10 compras convierte a <VampHunter>	удалить одного\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nв группе и получить 10<CoinIcon>. После 10 покупок преобразовать в <VampHunter>	동일 그룹에서 1개 제거\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n획득 10<CoinIcon>, 10회 소비 후 <VampHunter>로 변환
Character:name:VampHunter	猎魔人	Demon Hunter	Dämonenjäger	獵魔人	デーモンハンター	Cazador de Demonios	Охотник на Демонов	악마사냥꾼
Character:description:VampHunter	额外给予2x等级的<CoinIcon>\n移除同组1个\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n获得15<CoinIcon>并增加1等级	Gives 2x its level in <CoinIcon>.\nremove one of these from the group\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nand gain 15 <CoinIcon>. Increase 1 level.	Gibt extra <CoinIcon> gleich 2x Level\nentferne einen in der Gruppe von\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nund erhalte 15<CoinIcon> dann erhöhe 1 Level.	額外給予2x等級的<CoinIcon>\n移除同組1個\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n獲得15<CoinIcon>並增加1等級	レベルx2の<CoinIcon>を追加で付与\n同グループの1つを削除\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n15<CoinIcon>を獲得し、レベルを1つ上げる	Da extra <CoinIcon> igual a 2x nivel\nelimina uno en grupo de\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\ny gana 15<CoinIcon> luego aumenta 1 nivel.	Дает дополнительные <CoinIcon>, равные 2x уровню\nудалить одного в группе из\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\nи получить 15<CoinIcon>, затем увеличить на 1 уровень.	레벨×2만큼의 <CoinIcon> 추가 제공\n동일 그룹에서 1개 제거\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><MythSoul>\n획득 15<CoinIcon> 및 레벨 1 증가
Character:name:VampLord	吸血鬼领主	Vampire Lord	Vampir Lord	吸血鬼領主	ヴァンパイアロード	Señor Vampiro	Вампир Лорд	흡혈귀 군주
Character:description:VampLord	使同组的\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\n获得的<CoinIcon>x4，有15%概率召唤1个<VampVampire>	4x the <CoinIcon> gained by\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\nin group.\nHas a 15% chance to summon a <VampVampire>.	4 mal die <CoinIcon> erzielt von\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\nin der Gruppe.\nHat eine 15% Chance, einen <VampVampire> zu beschwören	使同組的\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\n獲得的<CoinIcon>x4，有15%概率召喚1個<VampVampire>	同グループの\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\nが獲得する<CoinIcon>を4倍にし、15%の確率で1つの<VampVampire>を召喚	4 veces el <CoinIcon> ganado por\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\nen grupo.\nTiene un 15% de probabilidad de invocar a un <VampVampire>	4 раза увеличивает <CoinIcon>, полученные\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\nв группе.\nИмеет 15% шанс призвать одного <VampVampire>	동일 그룹\n<HalloweenGhostSmall><HalloweenGhost><HalloweenGhostBig><HalloweenPumpkin>\n<HalloweenZombie><VampVampire><RedHoodWolf><VampServant>\n얻는 <CoinIcon>×4, 15% 확률로 <VampVampire> 1개 소환
Character:name:VampServant	女巫	Witch	Hexe	女巫	魔女	Bruja	Ведьма	마녀
Character:description:VampServant	20回合后多生产1个<poison>	Makes 3 <poison> after 20 rounds.	Produziert nach 20 Runden ein extra <poison>.	20回合後多生產1個<poison>	20ターン後に1つの<poison>を追加で生産する	Produce un extra <poison> después de 20 rondas.	Производит дополнительный <poison> после 20 раундов.	20턴 후 1개의 <poison> 추가 생산
Character:name:VampVampire	吸血鬼	Vampire	Vampir	吸血鬼	ヴァンパイア	Vampiro	Вампир	흡혈귀
Character:description:VampVampire	30%几率转化同组1个\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\n为<VampVampire>	Has 30% chance to convert one\n <CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\nin group into a <VampVampire>.	30% Chance, einen\n <CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\nin der Gruppe in <VampVampire> zu verwandeln.	30%機率轉化同組1個\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\n為<VampVampire>	30%の確率で同グループの1つを\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\nから<VampVampire>に変化	30% de probabilidad de convertir uno\n <CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\nen grupo en <VampVampire>	30% шанс превратить одного\n <CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\nв группе в <VampVampire>	30% 확률로 동일 그룹 1개 변환\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2>\n<CitizenCowboy><CitizenCooker><CitizenPastry><CitizenBartender><CitizenJeweler><SifiRadiation>\n<VampVampire>로
Character:name:RedHoodWolf	狼人	Werewolf	Werwolf	狼人	人狼	Hombre Lobo	Оборотень	늑대인간
Character:description:RedHoodWolf	移除同组1个<VampVampire><AnimalRooster><MythSoul>并获得10<CoinIcon>	Remove one <VampVampire><AnimalRooster><MythSoul> in group and gain 10 <CoinIcon>.	Entferne einen <VampVampire><AnimalRooster><MythSoul> aus der Gruppe und erhalte 10<CoinIcon>.	移除同組1個<VampVampire><AnimalRooster><MythSoul>並獲得10<CoinIcon>	同グループの1つ<VampVampire><AnimalRooster><MythSoul>を削除し、10<CoinIcon>を獲得	elimina un <VampVampire><AnimalRooster><MythSoul> en grupo y gana 10<CoinIcon>.	Удалить одного <VampVampire><AnimalRooster><MythSoul> из группы и получить 10<CoinIcon>.	동일 그룹 1개 <VampVampire><AnimalRooster><MythSoul> 제거 후 10<CoinIcon> 획득
Character:name:CandyMan	糖豆人	Jellybean Man	Geleebohnen-Mann	糖豆人	ビーンズマン	Hombre de Gominola	Человек-желейка	젤리빈
Character:description:CandyMan	20回合后多生产1个<candy>	Makes 3 <candy> after 20 rounds.	Produziert nach 20 Runden ein zusätzliches <candy>.	20回合後多生產1個<candy>	20ターン後に1つの<candy>を追加生産	Produce una extra <candy> después de 20 rondas.	Производит дополнительное <candy> после 20 раундов.	20턴 후 1개의 <candy> 추가 생산
Character:name:HalloweenGhostSmall	小鬼魂	Little Ghost	Kleiner Geist	小鬼鬼	小さなゴースト	Pequeño Fantasma	Маленький призрак	리틀 고스트
Character:description:HalloweenGhostSmall	消费15次之后转化为<HalloweenGhost>	Convert to <HalloweenGhost> after 15 purchases.	Wird nach 15 Käufen in <HalloweenGhost> umgewandelt.	消費15次之後轉化為<HalloweenGhost>	15回消費した後に<HalloweenGhost>に変化	Se convierte en <HalloweenGhost> después de ser comprado 15 veces.	Преобразуется в <HalloweenGhost> после 15 покупок.	소비 15회 후 <HalloweenGhost>로 변환
Character:name:HalloweenGhost	大鬼魂	Big Ghost	Großer Geist	大鬼鬼	大きなゴースト	Fantasma Grande	Большой призрак	빅 고스트
Character:description:HalloweenGhost	消费25次之后转化为<HalloweenGhostBig>	Convert to <HalloweenGhostBig> after 25 purchases.	Wird nach 25 Käufen in <HalloweenGhostBig> umgewandelt.	消費25次之後轉化為<HalloweenGhostBig>	25回消費した後に<HalloweenGhostBig>に変化	Se convierte en <HalloweenGhostBig> después de ser comprado 25 veces.	Преобразуется в <HalloweenGhostBig> после 25 покупок.	소비 25회 후 <HalloweenGhostBig>로 변환
Character:name:HalloweenGhostBig	巨大鬼魂	Giant Ghost	Riesengeist	巨大鬼鬼	巨大なゴースト	Fantasma Gigante	Гигантский призрак	자이언트 고스트
Character:name:HalloweenPumpkin	南瓜人	Pumpkin Man	Kürbismann	南瓜人	パンプキンマン	Hombre Calabaza	Человек-тыква	호박 인간
Character:description:HalloweenPumpkin	使同组生产<candy><poison>的<CandyMan><VampServant>产量+4	Increases the production of <candy><poison> for <CandyMan><VampServant> in group by 4.	Erhöht die Produktion von <candy><poison> für <CandyMan><VampServant> in der Gruppe um 4.	使同組生產<candy><poison>的<CandyMan><VampServant>產量+4	同グループで<candy><poison>を生産する<CandyMan><VampServant>の生産量+4	Aumenta la producción de <candy><poison> para <CandyMan><VampServant> en grupo por 4.	Увеличивает производство <candy><poison> для <CandyMan><VampServant> в группе на 4.	동일 그룹의 <candy><poison> 생산하는 <CandyMan><VampServant>의 생산량 +4
Character:name:HalloweenZombie	僵尸	Zombie	Zombie	殭屍	ゾンビ	Zombi	Зомби	좀비
Character:description:HalloweenZombie	移除同组1个\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\n获得10<CoinIcon>并生产3个<candy>	Removes one\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\nin group and gains 10 <CoinIcon> then Produces 3 <candy>.	Entfernt zufällig einen\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\naus der Gruppe und erhält dann 10 <CoinIcon> und produziert 3 <candy>.	移除1個同組的\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\n獲得10<CoinIcon>並生產3個<candy>	ランダムに同グループの1つを削除\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\n10<CoinIcon>を獲得し、3つの<candy>を生産	Elimina aleatoriamente uno\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\nen grupo y gana 10 <CoinIcon> luego produce 3 <candy>.	Случайно удаляет один\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\n из группы и получает 10 <CoinIcon>, затем производит 3 <candy>.	랜덤으로 동일 그룹 1개 제거\n<PlantTomato><PlantOrange><PlantEatFlower><PlantSpike><PlantFlowerGirl><PlantSunflower><MythSoul>\n10<CoinIcon> 획득 및 <candy> 3개 생산
Character:name:AnimalBear	熊	Bear	Bär	熊	熊	Oso	Медведь	곰
Character:description:AnimalBear	消费时额外给予25<CoinIcon>	Give extra 25 <CoinIcon> when making a purchase.	Gibt beim Kauf zusätzliche 25<CoinIcon>.	消費時額外給予25<CoinIcon>	消費時に追加で25<CoinIcon>を付与	Da extra 25<CoinIcon> cuando se compra.	Дает дополнительные 25<CoinIcon> при покупке.	소비 시 25<CoinIcon> 추가 제공
Character:name:AnimalCat	猫	Cat	Katze	貓	猫	Gato	Кот	고양이
Character:description:AnimalCat	使同组\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\n产量+2	Increases the production of\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\n in group by 2.	Erhöht die Produktion von\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\nin der Gruppe um 2.	使同組\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\n產量+2	同グループの\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\nの生産量+2	Aumenta la producción de\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\nen grupo por 2.	Увеличивает производство\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\n в группе на 2.	동일 그룹\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenWoman1><CitizenWoman2>\n<CitizenCooker><CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>\n생산량 +2
Character:name:AnimalMilkCow	奶牛	Cow	Kuh	奶牛	牛	Vaca	Корова	젖소
Character:name:AnimalDog	狗	Dog	Hund	狗	犬	Perro	Собака	개
Character:description:AnimalDog	同组\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>和<CitizenPolice><DetectiveWatson>\n生产和消费时额外给予2<CoinIcon>	Give extra 2 <CoinIcon> for everyone of\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation><CitizenPolice><DetectiveWatson>\n in group when purchasing or producing.	Gibt für jeden\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation><CitizenPolice><DetectiveWatson>\nin der Gruppe beim Produzieren oder Kaufen zusätzliche 2<CoinIcon>.	同組\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>和<CitizenPolice><DetectiveWatson>\n生產和消費時額外給予2<CoinIcon>	同グループの\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>と<CitizenPolice><DetectiveWatson>\nの生産と消費時に追加で2<CoinIcon>を付与	Da extra 2<CoinIcon> para todos\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation><CitizenPolice><DetectiveWatson>\nen grupo cuando se produce o se compra.	Дает дополнительные 2<CoinIcon> каждому\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation><CitizenPolice><DetectiveWatson>\n в группе при производстве или покупке.	동일 그룹\n<CitizenFisher><CitizenSmith><CitizenMiner><CitizenFarm><CitizenWoman1><CitizenWoman2><CitizenCowboy><CitizenCooker>\n<CitizenPastry><CitizenChemist><CitizenBartender><CitizenJeweler><SifiRadiation>와 <CitizenPolice><DetectiveWatson>\n생산 및 소비 시 2<CoinIcon> 추가 제공
Character:name:AnimalRooster	鸡	Chicken	Huhn	雞	鶏	Pollo	Курица	닭
Character:description:AnimalRooster	每3回合有35%概率把1个<egg>变成<AnimalRooster>	Has 35% chance to turn one <egg> into a <AnimalRooster> every 3 rounds.	Hat eine 35%ige Chance, alle 3 Runden ein <egg> in einen <AnimalRooster> umzuwandeln.	每3回合有35%概率把1個<egg>變成<AnimalRooster>	3ターンごとに35%の確率で1つの<egg>を<AnimalRooster>に変化	Tiene un 35% de probabilidad de convertir un <egg> en un <AnimalRooster> cada 3 rondas.	Есть 35% шанс превратить одно <egg> в <AnimalRooster> каждые 3 раунда.	매 3회 턴마다 35% 확률로 1개의 <egg>를 <AnimalRooster>로 변환
Character:name:AnimalWolf	狼	Wolf	Wolf	狼	狼	Lobo	Волк	늑대
Character:description:AnimalWolf	移除同组的所有<AnimalRooster><MythSoul>每个获得8<CoinIcon>\n同组的使用<weapon>的<LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\n获得金币时额外给予4<CoinIcon>	Removes all <AnimalRooster><MythSoul> in group and gains 8 <CoinIcon> for each.\nGive an extra 4 <CoinIcon> when <LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\ngains coins.	Entfernt alle <AnimalRooster><MythSoul> aus der Gruppe und erhält für jeden 8 <CoinIcon>.\nGibt zusätzliche 4 <CoinIcon>, wenn <LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\ndie <weapon> in der Gruppe mögen, Münzen erhalten.	移除同組的所有<AnimalRooster><MythSoul>每個獲得8<CoinIcon>\n同組的使用<weapon>的<LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\n獲得金幣時額外給予4<CoinIcon>	同グループの全ての<AnimalRooster><MythSoul>を削除し、それぞれ8<CoinIcon>を獲得\n同グループの<weapon>を使用する<LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\nがコインを獲得する際に追加で4<CoinIcon>を付与	Elimina todos los <AnimalRooster><MythSoul> en grupo y gana 8 <CoinIcon> por cada uno.\nDa extra 4 <CoinIcon> cuando <LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\nque les gusta <weapon> en grupo gana monedas.	Удаляет все <AnimalRooster><MythSoul> в группе и получает 8 <CoinIcon> за каждого.\nДает дополнительные 4 <CoinIcon>, когда <LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\nкто любит <weapon> в группе получает монеты.	동일 그룹의 모든 <AnimalRooster><MythSoul> 제거시 각각 8<CoinIcon> 획득\n동일 그룹이 <weapon>을 사용하는 <LordRingAragon><DNDBarbarian><PirateTurner><PirateSailor>\n금화 획득 시 4<CoinIcon> 추가 제공
Character:name:AnimalMonkey	猴子	Monkey	Affe	猴子	猿	Mono	Обезьяна	원숭이
